species_id	20091FL-01-01-13	20091FL-01-01-13	20091FL-01-01-14	20091FL-01-01-14	20091FL-01-01-15	20091FL-01-01-15	20091FL-01-01-17	20091FL-01-01-17	20091FL-01-01-18	20091FL-01-01-18	20091FL-01-01-19	20091FL-01-01-19	20091FL-01-01-20	20091FL-01-01-20	20091FL-01-01-21	20091FL-01-01-21	20091FL-01-01-22	20091FL-01-01-22	20091FL-01-01-23	20091FL-01-01-23	20091FL-01-01-24	20091FL-01-01-24
100224	0.000	0.000	0.000	0.000	0.000	0.000	0.281	0.281	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
147595	0.000	0.000	0.000	0.000	0.000	0.000	0.261	0.261	0.000	0.000	0.623	0.623	0.597	0.597	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
128622	0.000	0.000	0.000	0.000	0.000	0.000	0.092	0.092	0.000	0.000	0.951	0.951	0.108	0.108	0.000	0.000	0.632	0.632	0.000	0.000	0.000	0.000
101745	0.000	0.000	0.000	0.000	0.000	0.000	0.417	0.417	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
112342	0.000	0.000	0.000	0.000	0.000	0.000	0.307	0.307	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
123672	0.000	0.000	0.000	0.000	0.000	0.000	0.385	0.385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
100556	0.000	0.000	0.000	0.000	0.000	0.000	0.072	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
112600	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
108600	0.000	0.000	0.000	0.000	0.000	0.000	0.058	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
100520	0.000	0.000	0.000	0.000	0.000	0.000	0.139	0.139	0.000	0.000	0.000	0.000	0.266	0.266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
101378	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.091	0.091	1.856	1.856	2.784	2.784	1.432	1.432	1.087	1.087	0.557	0.557	2.785	2.785
102755	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.693	1.693	0.538	0.538	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
115971	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.424	0.424	0.000	0.000	0.102	0.102	0.000	0.000	0.000	0.000	0.000	0.000
144272	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.467	0.467	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
137434	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.174	0.174	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
100122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.119	0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
108980	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.221	0.221	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
101890	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.384	0.384	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
106607	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.330	0.330	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.116	0.116
100129	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.069	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
112969	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.152	0.152	0.237	0.237	0.000	0.000	0.000	0.000	0.000	0.000
116464	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.057	0.057	0.968	0.968	0.000	0.000	0.000	0.000	0.000	0.000
